"No","year","month","day","hour","season","PM_US.Post","DEWP","HUMI","PRES","TEMP","cbwd","Iws","precipitation","Iprec","date"
49056,2015,8,6,23,2,22,25,79.11,1009,29,"SE",213,0,0,2015-08-06
49060,2015,8,7,3,2,21,25,79.11,1008,29,"SE",231,0,0,2015-08-07
49064,2015,8,7,7,2,21,26,79.25,1010,30,"NE",9,0,0,2015-08-07
49068,2015,8,7,11,2,12,25,63.01,1010,33,"NE",31,0,0,2015-08-07
49072,2015,8,7,15,2,68,25,70.54,1009,31,"NE",56,0,0,2015-08-07
49076,2015,8,7,19,2,12,25,74.69,1009,30,"SE",5,,,2015-08-07
49080,2015,8,7,23,2,8,25,79.11,1010,29,"NE",24,0,0,2015-08-07
49084,2015,8,8,3,2,7,25,79.11,1009,29,"NE",7,0,0,2015-08-08
49088,2015,8,8,7,2,11,25,79.11,1010,29,"NE",29,,,2015-08-08
49092,2015,8,8,11,2,11,25,66.66,1009,32,"NE",56,0,0,2015-08-08
49096,2015,8,8,15,2,14,25,63.01,1007,33,"NE",88,0,0,2015-08-08
49100,2015,8,8,19,2,13,26,83.94,1008,29,"NE",119,0,0,2015-08-08
49104,2015,8,8,23,2,9,25,79.11,1009,29,"NE",151,0,0,2015-08-08
49108,2015,8,9,3,2,9,25,83.82,1006,28,"NE",15,0,0,2015-08-09
49112,2015,8,9,7,2,11,25,79.11,1007,29,"NE",43,0,0,2015-08-09
49116,2015,8,9,11,2,8,26,83.94,1007,29,"NE",74,0,0,2015-08-09
49120,2015,8,9,15,2,17,25,70.54,1006,31,"NE",106,0,0,2015-08-09
49124,2015,8,9,19,2,11,24,74.52,1006,29,"NE",21,0,0,2015-08-09
49128,2015,8,9,23,2,10,25,79.11,1007,29,"NE",13,0,0,2015-08-09
49132,2015,8,10,3,2,7,25,83.82,1005,28,"SE",13,0,0,2015-08-10
49136,2015,8,10,7,2,15,26,88.94,1006,28,"NE",6,0.1,0.1,2015-08-10
49140,2015,8,10,11,2,17,25,83.82,1005,28,"SE",30,1.1,1.1,2015-08-10
49144,2015,8,10,15,2,16,25,88.86,1003,27,"SE",62,0.7,2.8,2015-08-10
49148,2015,8,10,19,2,31,26,88.94,1002,28,"SE",90,0.1,0.2,2015-08-10
49152,2015,8,10,23,2,23,25,88.86,1003,27,"SE",120,0,0,2015-08-10
49156,2015,8,11,3,2,23,24,78.97,1001,28,"SW",8,0,0,2015-08-11
49160,2015,8,11,7,2,13,24,94.2,1002,25,"SW",33,2.3,3,2015-08-11
49164,2015,8,11,11,2,17,23,78.82,1003,27,"SW",59,0,0,2015-08-11
49168,2015,8,11,15,2,19,23,66.25,1002,30,"NW",31,0,0,2015-08-11
49172,2015,8,11,19,2,12,22,78.68,1004,26,"NW",62,0,0,2015-08-11
49176,2015,8,11,23,2,9,21,78.53,1006,25,"NW",85,0,0,2015-08-11
49180,2015,8,12,3,2,22,22,83.48,1006,25,"NW",105,0,0,2015-08-12
49184,2015,8,12,7,2,21,22,83.48,1008,25,"NW",122,0,0,2015-08-12
49188,2015,8,12,11,2,28,21,62.13,1008,29,"NE",5,0,0,2015-08-12
49192,2015,8,12,15,2,38,22,55.65,1007,32,"NW",7,0,0,2015-08-12
49196,2015,8,12,19,2,40,21,62.13,1007,29,"NE",15,0,0,2015-08-12
49200,2015,8,12,23,2,44,23,78.82,1009,27,"SE",13,0,0,2015-08-12
49204,2015,8,13,3,2,47,23,88.7,1008,25,"SE",23,,,2015-08-13
49208,2015,8,13,7,2,35,23,78.82,1008,27,"SE",30,0,0,2015-08-13
49212,2015,8,13,11,2,43,21,55.4,1008,31,"cv",2,0,0,2015-08-13
49216,2015,8,13,15,2,54,22,66.04,1006,29,"NE",5,0,0,2015-08-13
49220,2015,8,13,19,2,48,21,65.83,1006,28,"SE",15,0,0,2015-08-13
49224,2015,8,13,23,2,34,22,78.68,1007,26,"SE",28,0,0,2015-08-13
49228,2015,8,14,3,2,43,22,78.68,1006,26,"SE",37,0,0,2015-08-14
49232,2015,8,14,7,2,47,22,78.68,1006,26,"SE",4,0,0,2015-08-14
49236,2015,8,14,11,2,35,20,52.09,1006,31,"SE",4,0,0,2015-08-14
49240,2015,8,14,15,2,23,20,49.22,1005,32,"SE",25,0,0,2015-08-14
49244,2015,8,14,19,2,29,19,58.17,1005,28,"SE",45,0,0,2015-08-14
49248,2015,8,14,23,2,27,21,69.79,1007,27,"SE",61,0,0,2015-08-14
49252,2015,8,15,3,2,23,22,83.48,1005,25,"SE",78,0,0,2015-08-15
49256,2015,8,15,7,2,23,22,78.68,1006,26,"SE",4,0,0,2015-08-15
49260,2015,8,15,11,2,29,23,66.25,1006,30,"NE",13,0,0,2015-08-15
49264,2015,8,15,15,2,30,23,62.57,1004,31,"NE",5,0,0,2015-08-15
49268,2015,8,15,19,2,27,22,66.04,1005,29,"NE",25,0,0,2015-08-15
49272,2015,8,15,23,2,18,23,78.82,1006,27,"SE",15,0,0,2015-08-15
49276,2015,8,16,3,2,24,23,78.82,1004,27,"NE",3,0,0,2015-08-16
49280,2015,8,16,7,2,37,24,83.71,1005,27,"NE",14,0,0,2015-08-16
49284,2015,8,16,11,2,37,24,88.78,1006,26,"NE",29,0.1,0.5,2015-08-16
49288,2015,8,16,15,2,34,24,74.52,1005,29,"NE",42,0,0,2015-08-16
49292,2015,8,16,19,2,34,23,74.35,1005,28,"NE",7,0,0,2015-08-16
49296,2015,8,16,23,2,34,22,78.68,1007,26,"NE",19,0,0,2015-08-16
49300,2015,8,17,3,2,37,22,83.48,1007,25,"NE",31,0,0,2015-08-17
49304,2015,8,17,7,2,40,22,78.68,1008,26,"NE",41,0,0,2015-08-17
49308,2015,8,17,11,2,37,20,52.09,1008,31,"cv",2,0,0,2015-08-17
49312,2015,8,17,15,2,38,21,52.35,1007,32,"NE",8,0,0,2015-08-17
49316,2015,8,17,19,2,46,21,65.83,1008,28,"NE",26,0,0,2015-08-17
49320,2015,8,17,23,2,47,22,74.19,1009,27,"NE",41,0,0,2015-08-17
49324,2015,8,18,3,2,51,23,88.7,1009,25,"SE",13,,,2015-08-18
49328,2015,8,18,7,2,43,23,78.82,1010,27,"NE",5,0,0,2015-08-18
49332,2015,8,18,11,2,30,22,62.35,1010,30,"NE",16,0,0,2015-08-18
49336,2015,8,18,15,2,40,21,52.35,1008,32,"NE",11,0,0,2015-08-18
49340,2015,8,18,19,2,46,22,69.98,1009,28,"NE",33,0,0,2015-08-18
49344,2015,8,18,23,2,29,23,83.6,1011,26,"SE",8,0,0,2015-08-18
49348,2015,8,19,3,2,26,23,83.6,1010,26,"NE",4,0,0,2015-08-19
49352,2015,8,19,7,2,17,22,78.68,1010,26,"SE",10,0,0,2015-08-19
49356,2015,8,19,11,2,27,21,52.35,1010,32,"SE",24,0,0,2015-08-19
49360,2015,8,19,15,2,21,20,46.53,1008,33,"SE",42,0,0,2015-08-19
49364,2015,8,19,19,2,24,21,58.65,1009,30,"SE",5,0,0,2015-08-19
49368,2015,8,19,23,2,22,23,74.35,1008,28,"SE",26,0,0,2015-08-19
49372,2015,8,20,3,2,17,25,88.86,1007,27,"SE",48,0,0,2015-08-20
49376,2015,8,20,7,2,23,25,83.82,1007,28,"SE",66,0,0,2015-08-20
49380,2015,8,20,11,2,27,24,70.36,1007,30,"NW",4,0,0,2015-08-20
49384,2015,8,20,15,2,81,26,70.73,1004,32,"NW",17,0,0,2015-08-20
49388,2015,8,20,19,2,46,23,74.35,1006,28,"NW",39,0,0,2015-08-20
49392,2015,8,20,23,2,23,24,88.78,1006,26,"NW",55,0,0,2015-08-20
49396,2015,8,21,3,2,9,23,88.7,1006,25,"NW",6,,,2015-08-21
49400,2015,8,21,7,2,31,23,88.7,1006,25,"NW",20,0,0,2015-08-21
49404,2015,8,21,11,2,25,23,70.17,1006,29,"NE",12,0,0,2015-08-21
49408,2015,8,21,15,2,13,23,78.82,1005,27,"SE",7,0,0,2015-08-21
49412,2015,8,21,19,2,18,23,88.7,1005,25,"NE",2,0.1,0.7,2015-08-21
49416,2015,8,21,23,2,29,24,94.2,1006,25,"SE",4,,,2015-08-21
49420,2015,8,22,3,2,15,23,88.7,1005,25,"NE",3,,,2015-08-22
49424,2015,8,22,7,2,7,22,88.62,1006,24,"NE",2,,,2015-08-22
49472,2015,8,24,7,2,44,24,94.2,1001,25,"NW",2,13.5,13.8,2015-08-24
49476,2015,8,24,11,2,25,23,100,1002,23,"NE",7,2.4,52.6,2015-08-24
49480,2015,8,24,15,2,10,21,94.07,1002,22,"NE",37,0.4,62,2015-08-24
49484,2015,8,24,19,2,18,21,88.54,1002,23,"NW",12,0,0,2015-08-24
49488,2015,8,24,23,2,11,22,94.12,1003,23,"NW",33,0,0,2015-08-24
49492,2015,8,25,3,2,13,21,94.07,1003,22,"NW",54,0,0,2015-08-25
49496,2015,8,25,7,2,31,22,94.12,1004,23,"NW",68,0,0,2015-08-25
49500,2015,8,25,11,2,39,21,69.79,1005,27,"NW",93,0,0,2015-08-25
49504,2015,8,25,15,2,35,21,62.13,1004,29,"NW",122,0,0,2015-08-25
49508,2015,8,25,19,2,30,21,74.02,1006,26,"NE",5,0,0,2015-08-25
49512,2015,8,25,23,2,32,21,83.37,1008,24,"NE",6,0,0,2015-08-25
49516,2015,8,26,3,2,18,21,88.54,1008,23,"NW",9,,,2015-08-26
49520,2015,8,26,7,2,22,22,88.62,1009,24,"NW",17,0,0,2015-08-26
49524,2015,8,26,11,2,57,22,69.98,1010,28,"NW",6,0,0,2015-08-26
49528,2015,8,26,15,2,81,22,62.35,1008,30,"SW",5,0,0,2015-08-26
49532,2015,8,26,19,2,81,21,65.83,1008,28,"SW",5,,,2015-08-26
49536,2015,8,26,23,2,116,22,83.48,1009,25,"SW",13,,,2015-08-26
49540,2015,8,27,3,2,117,22,83.48,1008,25,"SE",1,,,2015-08-27
49544,2015,8,27,7,2,105,23,88.7,1010,25,"SW",2,,,2015-08-27
49548,2015,8,27,11,2,67,22,55.65,1009,32,"cv",3,0,0,2015-08-27
49552,2015,8,27,15,2,66,21,55.4,1007,31,"NW",8,0,0,2015-08-27
49556,2015,8,27,19,2,75,19,54.9,1008,29,"NW",21,0,0,2015-08-27
49560,2015,8,27,23,2,77,21,69.79,1009,27,"SE",2,0,0,2015-08-27
49564,2015,8,28,3,2,71,23,88.7,1008,25,"NW",2,0,0,2015-08-28
49568,2015,8,28,7,2,107,23,88.7,1009,25,"NE",2,,,2015-08-28
49572,2015,8,28,11,2,77,22,62.35,1009,30,"NE",8,0,0,2015-08-28
49576,2015,8,28,15,2,62,21,58.65,1007,30,"NE",7,0,0,2015-08-28
49580,2015,8,28,19,2,82,24,88.78,1007,26,"SE",2,0,0,2015-08-28
49584,2015,8,28,23,2,82,23,83.6,1008,26,"NE",13,0,0,2015-08-28
49588,2015,8,29,3,2,70,24,88.78,1007,26,"NE",2,,,2015-08-29
49592,2015,8,29,7,2,59,24,88.78,1007,26,"NE",3,0,0,2015-08-29
49596,2015,8,29,11,2,77,21,58.65,1008,30,"NE",15,0,0,2015-08-29
49600,2015,8,29,15,2,55,23,83.6,1007,26,"SE",4,0.1,1.1,2015-08-29
49604,2015,8,29,19,2,53,22,74.19,1007,27,"NE",14,0,0,2015-08-29
49608,2015,8,29,23,2,60,22,83.48,1008,25,"SE",2,0,0,2015-08-29
49612,2015,8,30,3,2,58,23,88.7,1008,25,"NE",4,0,0,2015-08-30
49616,2015,8,30,7,2,61,22,83.48,1009,25,"NE",10,0,0,2015-08-30
49620,2015,8,30,11,2,53,22,62.35,1009,30,"NE",21,0,0,2015-08-30
49624,2015,8,30,15,2,33,20,55.15,1008,30,"NE",36,0,0,2015-08-30
49628,2015,8,30,19,2,46,20,61.9,1008,28,"NE",54,0,0,2015-08-30
49632,2015,8,30,23,2,43,22,83.48,1010,25,"SE",5,,,2015-08-30
49636,2015,8,31,3,2,47,22,83.48,1009,25,"NE",2,,,2015-08-31
49640,2015,8,31,7,2,42,23,83.6,1010,26,"NE",2,0,0,2015-08-31
49644,2015,8,31,11,2,24,21,62.13,1010,29,"NE",15,0,0,2015-08-31
49648,2015,8,31,15,2,24,20,55.15,1008,30,"NE",3,0,0,2015-08-31
49652,2015,8,31,19,2,38,20,65.62,1009,27,"SE",17,0,0,2015-08-31
49656,2015,8,31,23,2,37,22,83.48,1010,25,"SE",31,0,0,2015-08-31
49660,2015,9,1,3,3,46,22,83.48,1009,25,"SE",42,,,2015-09-01
49664,2015,9,1,7,3,41,22,83.48,1009,25,"SE",50,,,2015-09-01
49668,2015,9,1,11,3,46,21,58.65,1009,30,"SE",63,0,0,2015-09-01
49672,2015,9,1,15,3,42,22,58.89,1007,31,"SE",10,0,0,2015-09-01
49676,2015,9,1,19,3,43,22,69.98,1008,28,"SE",29,0,0,2015-09-01
49680,2015,9,1,23,3,32,23,83.6,1010,26,"NE",3,0,0,2015-09-01
49684,2015,9,2,3,3,38,23,83.6,1010,26,"SE",9,,,2015-09-02
49688,2015,9,2,7,3,58,24,88.78,1011,26,"NW",3,0,0,2015-09-02
49692,2015,9,2,11,3,79,24,66.45,1011,31,"NW",3,0,0,2015-09-02
49696,2015,9,2,15,3,58,21,55.4,1010,31,"NW",22,0,0,2015-09-02
49700,2015,9,2,19,3,55,22,69.98,1011,28,"SE",10,0,0,2015-09-02
49704,2015,9,2,23,3,68,23,83.6,1012,26,"SW",6,,,2015-09-02
49708,2015,9,3,3,3,84,22,88.62,1012,24,"NW",11,0,0,2015-09-03
49712,2015,9,3,7,3,52,19,69.4,1013,25,"NW",25,0,0,2015-09-03
49716,2015,9,3,11,3,59,19,54.9,1014,29,"NE",3,0,0,2015-09-03
49720,2015,9,3,15,3,71,18,45.99,1012,31,"cv",6,0,0,2015-09-03
49724,2015,9,3,19,3,65,21,65.83,1013,28,"SE",3,0,0,2015-09-03
49728,2015,9,3,23,3,83,22,78.68,1014,26,"SE",14,0,0,2015-09-03
49732,2015,9,4,3,3,59,22,83.48,1013,25,"SE",22,,,2015-09-04
49736,2015,9,4,7,3,54,21,74.02,1013,26,"SE",4,0,0,2015-09-04
49740,2015,9,4,11,3,59,21,55.4,1012,31,"SE",20,0,0,2015-09-04
49744,2015,9,4,15,3,61,22,58.89,1010,31,"SE",39,0,0,2015-09-04
49748,2015,9,4,19,3,63,22,74.19,1010,27,"SE",61,,,2015-09-04
49752,2015,9,4,23,3,43,23,78.82,1009,27,"SE",82,0.2,0.2,2015-09-04
49756,2015,9,5,3,3,51,24,94.2,1006,25,"SE",7,0.8,2.7,2015-09-05
49760,2015,9,5,7,3,53,25,94.25,1005,26,"SW",8,,,2015-09-05
49764,2015,9,5,11,3,18,25,88.86,1004,27,"SW",28,0,0,2015-09-05
49768,2015,9,5,15,3,38,25,74.69,1002,30,"NW",30,0,0,2015-09-05
49772,2015,9,5,19,3,27,21,69.79,1004,27,"NW",57,0,0,2015-09-05
49776,2015,9,5,23,3,48,21,78.53,1006,25,"NW",77,0,0,2015-09-05
49780,2015,9,6,3,3,61,21,83.37,1005,24,"NW",97,0,0,2015-09-06
49784,2015,9,6,7,3,40,21,83.37,1006,24,"NW",116,0,0,2015-09-06
49788,2015,9,6,11,3,22,21,65.83,1007,28,"NW",140,0,0,2015-09-06
49792,2015,9,6,15,3,21,21,58.65,1005,30,"NW",164,0,0,2015-09-06
49796,2015,9,6,19,3,8,22,83.48,1007,25,"NE",18,0,0,2015-09-06
49800,2015,9,6,23,3,1,21,83.37,1009,24,"NE",32,,,2015-09-06
49804,2015,9,7,3,3,25,21,94.07,1008,22,"NE",46,0,0,2015-09-07
49808,2015,9,7,7,3,19,21,83.37,1010,24,"NE",7,0,0,2015-09-07
49812,2015,9,7,11,3,7,20,61.9,1010,28,"NE",4,0,0,2015-09-07
49816,2015,9,7,15,3,14,19,54.9,1009,29,"NE",23,0,0,2015-09-07
49820,2015,9,7,19,3,17,19,65.41,1011,26,"NE",45,0,0,2015-09-07
49824,2015,9,7,23,3,9,20,73.84,1012,25,"NE",64,0,0,2015-09-07
49828,2015,9,8,3,3,9,20,83.25,1012,23,"NE",73,0,0,2015-09-08
49832,2015,9,8,7,3,10,20,69.6,1013,26,"NE",85,0,0,2015-09-08
49836,2015,9,8,11,3,16,17,51.31,1013,28,"NE",103,0,0,2015-09-08
49840,2015,9,8,15,3,13,17,48.42,1012,29,"NE",118,0,0,2015-09-08
49844,2015,9,8,19,3,17,19,65.41,1013,26,"NE",137,0,0,2015-09-08
49848,2015,9,8,23,3,9,18,69.2,1015,24,"NE",152,0,0,2015-09-08
49852,2015,9,9,3,3,6,18,73.5,1014,23,"NE",160,0,0,2015-09-09
49856,2015,9,9,7,3,15,16,57.44,1015,25,"NE",168,0,0,2015-09-09
49860,2015,9,9,11,3,11,16,48.15,1015,28,"NE",181,0,0,2015-09-09
49864,2015,9,9,15,3,8,14,39.96,1014,29,"NE",198,0,0,2015-09-09
49868,2015,9,9,19,3,9,16,57.44,1015,25,"NE",220,0,0,2015-09-09
49872,2015,9,9,23,3,7,16,64.76,1017,23,"NE",237,0,0,2015-09-09
49876,2015,9,10,3,3,17,15,68.61,1015,21,"NE",245,,,2015-09-10
49880,2015,9,10,7,3,20,17,69.01,1017,23,"cv",1,,,2015-09-10
49884,2015,9,10,11,3,17,18,54.65,1016,28,"NE",3,0,0,2015-09-10
49888,2015,9,10,15,3,23,15,42.62,1013,29,"NE",10,0,0,2015-09-10
49892,2015,9,10,19,3,25,17,57.69,1014,26,"NE",13,0,0,2015-09-10
49896,2015,9,10,23,3,22,17,64.98,1014,24,"NE",25,,,2015-09-10
49900,2015,9,11,3,3,8,18,73.5,1012,23,"SE",2,,,2015-09-11
49904,2015,9,11,7,3,16,19,65.41,1013,26,"cv",1,0,0,2015-09-11
49908,2015,9,11,11,3,18,16,45.44,1012,29,"SW",2,0,0,2015-09-11
49912,2015,9,11,15,3,53,17,51.31,1010,28,"NE",5,0,0,2015-09-11
49916,2015,9,11,19,3,32,10,34.49,1011,27,"NE",8,0,0,2015-09-11
49920,2015,9,11,23,3,18,19,69.4,1013,25,"NE",5,,,2015-09-11
49924,2015,9,12,3,3,20,18,69.2,1012,24,"NE",18,0,0,2015-09-12
49928,2015,9,12,7,3,59,19,73.67,1013,24,"NW",13,0,0,2015-09-12
49932,2015,9,12,11,3,44,20,88.45,1015,22,"NW",35,0,0,2015-09-12
49936,2015,9,12,15,3,47,16,64.76,1015,23,"NW",62,0,0,2015-09-12
49940,2015,9,12,19,3,52,15,68.61,1017,21,"NW",82,0,0,2015-09-12
49944,2015,9,12,23,3,75,15,77.64,1018,19,"SW",2,,,2015-09-12
49948,2015,9,13,3,3,48,15,77.64,1018,19,"NW",10,0,0,2015-09-13
49952,2015,9,13,7,3,16,14,68.4,1020,20,"NE",9,0,0,2015-09-13
49956,2015,9,13,11,3,14,10,38.82,1020,25,"NE",25,0,0,2015-09-13
49960,2015,9,13,15,3,27,12,39.39,1017,27,"NE",4,,,2015-09-13
49964,2015,9,13,19,3,17,14,53.62,1018,24,"NE",21,,,2015-09-13
49968,2015,9,13,23,3,4,13,56.69,1019,22,"NE",36,,,2015-09-13
49972,2015,9,14,3,3,15,14,60.51,1018,22,"SE",2,,,2015-09-14
49976,2015,9,14,7,3,13,16,68.81,1019,22,"NE",2,,,2015-09-14
49980,2015,9,14,11,3,16,16,51.05,1019,27,"SE",13,0,0,2015-09-14
49984,2015,9,14,15,3,16,17,57.69,1017,26,"SE",27,0,0,2015-09-14
49988,2015,9,14,19,3,27,16,60.98,1017,24,"NE",9,0,0,2015-09-14
49992,2015,9,14,23,3,10,17,64.98,1018,24,"SE",9,,,2015-09-14
49996,2015,9,15,3,3,21,20,88.45,1017,22,"SW",2,,,2015-09-15
50000,2015,9,15,7,3,35,20,94.03,1018,21,"cv",1,0.2,0.2,2015-09-15
50004,2015,9,15,11,3,11,19,88.37,1017,21,"NE",2,,,2015-09-15
50008,2015,9,15,15,3,10,19,93.98,1016,20,"NE",3,0.1,0.9,2015-09-15
50012,2015,9,15,19,3,23,18,88.28,1016,20,"NE",8,0.1,0.4,2015-09-15
50016,2015,9,15,23,3,18,19,88.37,1016,21,"NE",17,0,0,2015-09-15
50020,2015,9,16,3,3,26,19,88.37,1015,21,"NW",8,,,2015-09-16
50024,2015,9,16,7,3,25,20,94.03,1016,21,"NE",4,0,0,2015-09-16
50028,2015,9,16,11,3,22,19,73.67,1016,24,"NE",6,0,0,2015-09-16
50032,2015,9,16,15,3,15,18,65.19,1015,25,"NE",13,0,0,2015-09-16
50036,2015,9,16,19,3,16,18,73.5,1016,23,"NE",36,,,2015-09-16
50040,2015,9,16,23,3,32,18,83.01,1016,21,"NE",46,,,2015-09-16
50044,2015,9,17,3,3,39,18,88.28,1017,20,"cv",0,,,2015-09-17
50048,2015,9,17,7,3,33,19,88.37,1018,21,"NE",2,0,0,2015-09-17
50052,2015,9,17,11,3,20,18,57.93,1018,27,"NE",19,0,0,2015-09-17
50056,2015,9,17,15,3,14,17,54.39,1016,27,"NE",11,0,0,2015-09-17
50060,2015,9,17,19,3,15,17,64.98,1017,24,"NE",28,0,0,2015-09-17
50064,2015,9,17,23,3,23,17,73.32,1018,22,"NE",44,0,0,2015-09-17
50068,2015,9,18,3,3,36,17,82.89,1017,20,"NW",7,0,0,2015-09-18
50072,2015,9,18,7,3,39,19,83.13,1018,22,"NE",2,0,0,2015-09-18
50076,2015,9,18,11,3,14,16,51.05,1017,27,"NE",14,0,0,2015-09-18
50080,2015,9,18,15,3,26,15,47.88,1015,27,"NE",8,0,0,2015-09-18
50084,2015,9,18,19,3,46,17,61.21,1015,25,"NE",22,0,0,2015-09-18
50088,2015,9,18,23,3,10,19,78.24,1016,23,"NE",34,0,0,2015-09-18
50092,2015,9,19,3,3,29,18,78.09,1015,22,"NW",2,,,2015-09-19
50096,2015,9,19,7,3,17,19,83.13,1015,22,"NE",2,0,0,2015-09-19
50100,2015,9,19,11,3,20,16,51.05,1015,27,"cv",3,0,0,2015-09-19
50104,2015,9,19,15,3,13,13,39.67,1013,28,"NE",22,0,0,2015-09-19
50108,2015,9,19,19,3,27,17,61.21,1013,25,"NE",39,0,0,2015-09-19
50112,2015,9,19,23,3,17,18,73.5,1014,23,"NE",52,0,0,2015-09-19
50116,2015,9,20,3,3,25,17,77.94,1013,21,"cv",1,,,2015-09-20
50120,2015,9,20,7,3,25,18,73.5,1014,23,"NE",8,0,0,2015-09-20
50124,2015,9,20,11,3,43,18,65.19,1013,25,"NE",18,0,0,2015-09-20
50128,2015,9,20,15,3,42,19,65.41,1011,26,"NE",34,0,0,2015-09-20
50132,2015,9,20,19,3,46,18,69.2,1012,24,"NE",49,0,0,2015-09-20
50136,2015,9,20,23,3,40,18,73.5,1013,23,"NE",61,,,2015-09-20
50140,2015,9,21,3,3,41,18,83.01,1012,21,"cv",0,,,2015-09-21
50144,2015,9,21,7,3,44,20,88.45,1014,22,"NE",7,0,0,2015-09-21
50148,2015,9,21,11,3,23,17,54.39,1013,27,"NE",24,0,0,2015-09-21
50152,2015,9,21,15,3,23,17,54.39,1012,27,"NE",41,0,0,2015-09-21
50156,2015,9,21,19,3,22,17,64.98,1012,24,"NE",61,0,0,2015-09-21
50160,2015,9,21,23,3,27,17,64.98,1013,24,"NE",78,0,0,2015-09-21
50164,2015,9,22,3,3,36,19,73.67,1012,24,"SE",4,0,0,2015-09-22
50168,2015,9,22,7,3,23,20,78.39,1013,24,"SE",4,0,0,2015-09-22
50172,2015,9,22,11,3,19,22,88.62,1013,24,"SE",21,0.7,0.7,2015-09-22
50176,2015,9,22,15,3,35,22,88.62,1010,24,"SE",3,0.7,0.7,2015-09-22
50180,2015,9,22,19,3,28,21,88.54,1011,23,"SE",17,0.7,0.8,2015-09-22
50184,2015,9,22,23,3,39,22,94.12,1010,23,"SE",30,,,2015-09-22
50188,2015,9,23,3,3,27,21,88.54,1007,23,"SW",3,,,2015-09-23
50192,2015,9,23,7,3,24,22,100,1008,22,"NW",4,,,2015-09-23
50200,2015,9,23,15,3,52,20,65.62,1006,27,"NW",6,0,0,2015-09-23
50204,2015,9,23,19,3,16,21,88.54,1007,23,"NW",32,0,0,2015-09-23
50208,2015,9,23,23,3,19,20,88.45,1008,22,"NW",7,0,0,2015-09-23
50212,2015,9,24,3,3,14,20,94.03,1008,21,"NW",3,0,0,2015-09-24
50216,2015,9,24,7,3,29,21,94.07,1009,22,"NW",6,0,0,2015-09-24
50220,2015,9,24,11,3,11,20,69.6,1008,26,"NE",11,0,0,2015-09-24
50224,2015,9,24,15,3,21,19,54.9,1006,29,"NE",27,0,0,2015-09-24
50228,2015,9,24,19,3,19,19,69.4,1007,25,"NE",48,0,0,2015-09-24
50232,2015,9,24,23,3,16,20,83.25,1007,23,"NE",63,0,0,2015-09-24
50236,2015,9,25,3,3,27,20,88.45,1006,22,"NE",72,,,2015-09-25
50240,2015,9,25,7,3,34,21,88.54,1007,23,"NE",4,,,2015-09-25
50244,2015,9,25,11,3,24,19,61.67,1007,27,"NE",19,0,0,2015-09-25
50248,2015,9,25,15,3,26,19,65.41,1007,26,"NE",38,0,0,2015-09-25
50252,2015,9,25,19,3,24,19,69.4,1008,25,"NE",56,0,0,2015-09-25
50256,2015,9,25,23,3,27,19,73.67,1010,24,"NE",72,0,0,2015-09-25
50260,2015,9,26,3,3,40,19,88.37,1010,21,"NE",84,0,0,2015-09-26
50264,2015,9,26,7,3,22,19,78.24,1011,23,"NE",96,0,0,2015-09-26
50268,2015,9,26,11,3,22,17,51.31,1012,28,"NE",120,0,0,2015-09-26
50272,2015,9,26,15,3,23,16,48.15,1011,28,"NE",141,0,0,2015-09-26
50276,2015,9,26,19,3,43,18,65.19,1012,25,"NE",162,,,2015-09-26
50280,2015,9,26,23,3,42,19,78.24,1013,23,"NE",178,,,2015-09-26
50284,2015,9,27,3,3,51,19,88.37,1012,21,"NW",3,,,2015-09-27
50288,2015,9,27,7,3,30,17,73.32,1014,22,"NE",11,,,2015-09-27
50292,2015,9,27,11,3,12,17,54.39,1014,27,"NE",35,,,2015-09-27
50296,2015,9,27,15,3,11,14,44.89,1012,27,"NE",58,,,2015-09-27
50300,2015,9,27,19,3,22,16,60.98,1013,24,"NE",83,0,0,2015-09-27
50304,2015,9,27,23,3,37,18,73.5,1014,23,"NE",101,,,2015-09-27
50308,2015,9,28,3,3,27,19,88.37,1013,21,"NE",114,,,2015-09-28
50312,2015,9,28,7,3,29,19,78.24,1014,23,"NE",127,0,0,2015-09-28
50316,2015,9,28,11,3,26,19,65.41,1014,26,"NE",155,,,2015-09-28
50320,2015,9,28,15,3,17,20,73.84,1013,25,"NE",181,,,2015-09-28
50324,2015,9,28,19,3,15,21,88.54,1015,23,"NE",205,0.2,0.2,2015-09-28
50328,2015,9,28,23,3,13,22,94.12,1015,23,"NE",231,0.2,4.2,2015-09-28
50332,2015,9,29,3,3,6,22,94.12,1014,23,"NE",254,0,0,2015-09-29
50336,2015,9,29,7,3,5,21,88.54,1016,23,"NE",277,1.5,1.5,2015-09-29
50340,2015,9,29,11,3,8,21,88.54,1017,23,"NE",303,0,0,2015-09-29
50344,2015,9,29,15,3,10,22,94.12,1015,23,"NE",331,2,2.2,2015-09-29
50348,2015,9,29,19,3,6,22,94.12,1016,23,"NE",353,1.1,15.4,2015-09-29
50352,2015,9,29,23,3,9,23,94.16,1017,24,"NE",375,2.6,2.6,2015-09-29
50360,2015,9,30,7,3,9,25,94.25,1014,26,"SE",24,0.1,0.1,2015-09-30
50364,2015,9,30,11,3,5,25,79.11,1014,29,"SE",48,0,0,2015-09-30
50368,2015,9,30,15,3,15,25,79.11,1011,29,"SE",73,0,0,2015-09-30
50372,2015,9,30,19,3,30,25,88.86,1010,27,"SE",93,0,0,2015-09-30
